user_id,feed_id,favourite_team,favourite_club,like_count,comment_count,share_count,player_id,match_id,cid,media_type,hour_of_day,day_of_week,is_weekend,recency_seconds
1722083,2246213,25,646,1,0,0,1104,87735,129413,text,18,5,1,41707.603334
212590,1138858,25,123216,2,0,0,43371,85551,129372,image,9,4,0,175543.559418
1108265,3151405,25,593,1,1,3,127,87752,129413,text,13,6,1,16703.265938
1258962,1838800,25,unknown,15,0,0,53715,87712,129413,text,14,1,0,16237.12285
1130853,1771263,25,646,17,0,0,727,87708,129413,text,11,5,1,1289.800915
1722083,1827181,25,646,1,0,0,115,87711,129413,text,16,0,0,470.468978
1491144,4064920,25,646,1,0,0,115,89822,129413,image,11,2,0,339.259831
212590,1183853,25,123216,2,1,0,46392,87279,129450,text,16,6,1,63553.066712
1178073,4961944,25,646,1,0,0,620,89833,129413,image,10,1,0,36249.553675
1262986,1875447,25,unknown,16,0,0,91,87713,129413,text,16,2,0,39516.199164
150898,1421400,25,646,2,0,0,105,87012,129438,text,11,5,1,19513.522983
2337057,3873084,unknown,610,1,0,0,638,89818,129413,text,9,6,1,355.389387
1934782,2756369,25,unknown,3,2,0,60288,87747,129413,text,12,1,0,8600.038781
1491144,2342653,25,646,1,0,0,46124,87740,129413,text,14,2,0,24.742474
150898,1438342,25,646,1,0,0,115,87013,129438,text,10,6,1,26017.475686
1722083,4698162,25,646,7,0,0,49818,89830,129413,image,18,3,0,48477.250365
739315,4687996,25,123216,7,0,0,49818,89830,129413,text,16,3,0,3537.443733
212590,777505,25,123216,0,1,0,43021,85857,129391,image,7,1,0,1840.429914
1264110,2337406,25,610,22,0,0,115,87740,129413,image,11,2,0,2736.006322
212590,2195842,25,123216,8,0,0,47,87732,129413,image,15,3,0,45794.297228
150898,4163797,25,646,16,4,4,1098,89823,129413,text,18,3,0,3171.573386
1832515,3081121,25,646,13,0,0,119,87751,129413,text,15,5,1,2606.892073
739315,2241516,25,123216,5,0,0,133475,87735,129413,text,16,5,1,50081.370426
1393523,2329730,unknown,unknown,17,0,0,634,87739,129413,text,18,1,0,5054.346562
1130853,1422166,25,646,6,0,0,46139,87012,129438,image,12,5,1,434.783881
1131547,1358849,25,610,13,0,0,46139,87008,129438,image,18,1,0,2733.210147
1832515,1851034,25,646,2,0,0,44054,83774,129302,text,21,1,0,487.637349
1654889,3952386,unknown,unknown,1,0,0,1098,89820,129413,image,13,0,0,25931.529455
1131144,2869670,25,646,19,1,0,144434,87748,129413,text,12,2,0,2189.767731
1130853,1568028,25,646,3,0,0,44703,87296,129450,text,13,1,0,1013.462715
150898,1436186,25,646,1,0,0,115,87013,129438,text,9,6,1,9.078278
1393523,3884961,unknown,unknown,14,0,0,94184,89818,129413,text,12,6,1,61439.867036
1722083,4738775,25,646,6,0,0,1157,89831,129413,text,14,4,0,59050.379971
1246290,1642696,25,646,17,0,0,388,87701,129413,image,9,6,1,76575.63236
1393218,2050846,unknown,unknown,45,0,0,661,87723,129413,image,20,3,0,37732.627512
13143,3296446,25,593,1,0,0,607,87755,129413,video/mp4,19,1,0,57359.120908
151119,2199877,25,123216,1,0,0,51319,87732,129413,image,17,3,0,123.015317
151119,1798259,25,123216,2,0,0,1140,87710,129413,image,13,6,1,191.016971
739315,2381279,25,123216,7,0,0,90682,87741,129413,text,18,3,0,39990.856252
212590,721614,25,123216,0,1,0,90381,74795,128532,text,10,4,0,3735.216452
1258803,2363597,25,646,17,0,0,119,87741,129413,text,14,3,0,50999.241793
1832515,2380893,25,646,20,3,1,90682,87741,129413,video/mp4,18,3,0,44227.299494
1722083,2349194,25,646,4,1,0,598,87740,129413,text,17,2,0,48191.664751
1614722,1778658,25,123216,2,0,0,727,87708,129413,text,16,5,1,137.508866
1654889,2393437,unknown,unknown,16,0,0,123,87742,129413,text,12,4,0,59468.588145
1832515,2393353,25,646,14,0,0,58733,87742,129413,text,11,4,0,10675.161402
212590,755887,25,123216,0,2,0,43745,77511,128680,text,10,0,0,7328.387353
1130853,1802623,25,646,14,0,0,102210,87710,129413,text,15,6,1,281.728935
1131144,4903843,25,646,11,5,2,620,89832,129413,text,4,0,0,4427.227246
1678681,4409078,unknown,658,1,0,0,105,89826,129413,image,9,6,1,28186.576996
1934640,2014136,unknown,unknown,3,0,0,123,87721,129413,text,17,1,0,3475.415515
1130853,3225744,25,646,37,4,1,682,87754,129413,text,16,0,0,991.114184
150898,862108,25,646,1,0,0,43793,85481,129371,image,5,5,1,2009.497515
739315,1890713,25,123216,8,0,0,159,87714,129413,image,15,3,0,9848.846226
1131547,1639441,25,610,15,0,0,131,87701,129413,text,8,6,1,5451.121092
1108265,2342690,25,593,1,8,0,47,87740,129413,image,14,2,0,48866.74824
151119,3021183,25,123216,2,0,0,60342,87750,129413,text,16,4,0,2233.744649
1722083,2297350,25,646,2,1,0,90739,87738,129413,image,15,0,0,54143.523404
2020213,3046524,25,627,5,1,0,90739,87750,129413,image,2,5,1,337.633834
1131547,2672043,25,610,24,0,0,90682,87746,129413,text,17,0,0,37472.425546
1130853,2050426,25,646,41,0,0,60288,87723,129413,text,19,3,0,2613.508306
1108265,2515063,25,593,1,0,0,434,87745,129413,image,15,6,1,8.535124
150898,1989801,25,646,4,0,0,90351,87720,129413,image,18,0,0,4741.463431
1722083,2295091,25,646,1,0,0,90739,87738,129413,text,14,0,0,55846.860907
1130853,1789181,25,646,14,0,0,43471,87709,129413,text,9,6,1,225.744242
1131618,1478876,25,unknown,24,0,0,661,87014,129438,text,4,2,0,1386.024756
1262120,1798354,25,646,13,0,0,634,87709,129413,text,13,6,1,24369.393992
1614722,1986329,25,123216,3,0,0,434,87720,129413,text,17,0,0,109.107443
1262120,1675279,25,646,29,0,0,83,87703,129413,text,15,0,0,13339.4368
1131547,3087280,25,610,15,0,0,55237,87751,129413,text,16,5,1,12473.736836
1130778,3004060,25,593,1,1,0,46124,87750,129413,text,12,4,0,108.093531
1832515,3867189,25,646,14,2,6,94189,89818,129413,text,7,6,1,5512.1524
1130853,1875447,25,646,16,0,0,91,87713,129413,text,16,2,0,9025.05479
150898,1737314,25,646,3,0,0,102210,87707,129413,image,12,4,0,6.919691
1131144,4764057,25,646,9,2,2,90739,89831,129413,text,19,4,0,42204.077905
1258803,1904165,25,646,12,0,0,1923,87715,129413,text,13,4,0,966.420167
775078,1953811,25,593,2,0,0,94457,87717,129413,text,17,5,1,483.208309
1130853,2364693,25,646,2,1,0,90968,87741,129413,text,14,3,0,474.121353
1262120,3879528,25,646,16,0,0,94190,89818,129413,text,11,6,1,63939.624871
1722083,2202521,25,646,2,0,0,47,87732,129413,text,18,3,0,33524.836082
759165,2668720,25,658,4,0,0,133475,87746,129413,image,17,0,0,803.885903
1262120,3349066,25,646,14,0,1,269,87756,129413,text,15,2,0,56465.846829
1258803,2154404,25,646,31,0,0,90910,87730,129413,text,15,1,0,40898.550615
212590,738510,25,123216,1,1,0,60394,77510,128680,text,11,5,1,769.036763
1722083,4342801,25,646,5,0,0,620,89825,129413,image,14,5,1,56131.45323
810071,807651,25,646,2,1,0,388,74799,128532,image,3,6,1,90308.131224
739315,2215560,25,123216,6,0,0,91,87733,129413,image,18,4,0,41242.058796
739315,2012280,25,123216,7,0,0,94810,87721,129413,image,16,1,0,43535.652848
1131547,3010285,25,610,15,0,0,90739,87750,129413,text,14,4,0,19125.771433
1491144,1706772,25,646,4,0,0,55676,87705,129413,image,11,2,0,577.830857
1108265,3074169,25,593,1,0,0,123,87751,129413,image,13,5,1,83.005444
151119,1650168,25,123216,3,0,0,638,87701,129413,image,13,6,1,36.759938
1934782,2528043,25,unknown,6,3,0,90351,87745,129413,text,18,6,1,9967.526512
151119,1972611,25,123216,4,0,0,90381,87719,129413,image,18,6,1,271.51012
2037145,2158399,unknown,unknown,0,0,0,620,87730,129413,image,17,1,0,386.426151
1258962,1789010,25,unknown,14,0,0,43471,87709,129413,text,8,6,1,39113.852494
1393463,2659062,25,unknown,19,1,0,90739,87746,129413,text,15,0,0,52033.606797
2316550,4445466,25,646,3,0,0,132707,89827,129413,text,15,6,1,175.927649
1298468,2050731,25,unknown,44,0,0,90351,87723,129413,text,20,3,0,32799.133966
1130853,1706610,25,646,12,0,0,16511,83772,129302,text,10,2,0,47.883082
212590,3336899,25,123216,7,0,0,1081,87756,129413,text,11,2,0,4273.680579
739315,1675912,25,123216,10,0,0,76636,87703,129413,text,16,0,0,46064.646724
739315,1514411,25,123216,4,2,0,106018,87294,129450,text,11,5,1,3540.700032
2316550,4426195,25,646,4,2,0,90739,89826,129413,text,12,6,1,7210.249688
212590,1727930,25,123216,5,0,0,131,87706,129413,image,16,3,0,7406.86024
1654889,3225700,unknown,unknown,36,2,1,60288,87754,129413,text,16,0,0,41548.972948
151119,2156599,25,123216,2,0,0,81,87730,129413,video/mp4,16,1,0,118.483832
1262986,2157107,25,unknown,31,0,0,654,87730,129413,text,16,1,0,38058.013449
151119,1784593,25,123216,4,0,0,90739,87708,129413,text,18,5,1,2746.06823
1258803,3225979,25,646,43,4,1,634,87754,129413,text,16,0,0,41396.628533
1614722,1951024,25,123216,2,0,0,94457,87717,129413,text,16,5,1,593.407123
1130853,1909269,25,646,14,0,0,46117,87715,129413,image,15,4,0,831.761445
1131547,2668329,25,610,20,1,1,133475,87746,129413,image,17,0,0,38857.554591
1678681,1986726,unknown,658,2,0,0,94429,87720,129413,text,17,0,0,13.341667
2316550,3161411,25,646,5,1,0,46117,87753,129413,text,16,6,1,2341.303935
1258962,1796004,25,unknown,13,0,0,48348,87710,129413,text,12,6,1,26764.683346
1130853,3897530,25,646,14,0,1,661,89819,129413,text,16,6,1,18353.682338
1130761,1185422,25,610,2,1,0,44686,87280,129450,text,11,0,0,280.399263
151119,2093776,25,123216,3,0,0,90738,87726,129413,text,17,5,1,160.582162
1832515,2431983,25,646,22,0,0,94810,87743,129413,text,14,5,1,2.62967
1130853,2515760,25,646,15,0,0,91,87745,129413,image,15,6,1,4.682744
1258962,2290217,25,unknown,28,0,0,105,87738,129413,text,11,0,0,3919.364618
148669,1915105,25,593,13,0,0,1104,87715,129413,text,17,4,0,4061.410249
1262120,3299841,25,646,45,0,1,727,87755,129413,text,20,1,0,31353.105625
212590,750183,25,123216,0,1,0,388,74796,128532,text,6,5,1,1394.12853
739315,1794612,25,123216,9,0,0,89,87709,129413,text,11,6,1,62425.038163
1130778,1880685,25,593,2,0,0,105,87713,129413,image,18,2,0,134.751534
1262986,3907207,25,unknown,17,1,1,90739,89819,129413,image,18,6,1,38462.289686
1246494,2503017,25,unknown,13,0,0,49818,87745,129413,text,13,6,1,24180.24844
1131144,2314721,25,646,31,0,0,634,87739,129413,text,11,1,0,581.221076
1130853,2308158,25,646,1,2,0,269,87738,129413,image,19,0,0,36952.183842
1258803,2413221,25,646,47,2,5,123,87742,129413,text,18,4,0,36467.328358
151119,1886105,25,123216,2,0,0,43471,87714,129413,image,12,3,0,604.106317
1722083,4100466,25,646,3,0,0,634,89822,129413,image,20,2,0,56201.12993
1654889,2154707,unknown,unknown,32,0,0,159,87730,129413,text,15,1,0,40182.494224
1678681,4266646,unknown,658,1,0,0,388,89824,129413,text,18,4,0,52367.588894
1832515,3029924,25,646,23,0,0,90739,87750,129413,text,19,4,0,3811.162185
1654889,3406071,unknown,unknown,15,0,0,55846,87757,129413,text,14,3,0,56180.241525
1832515,4577228,25,646,5,3,2,55210,89829,129413,image,18,1,0,9832.104772
1130853,2292249,25,646,21,0,0,90739,87738,129413,text,13,0,0,323.152773
1832515,2241046,25,646,16,0,0,46117,87735,129413,text,16,5,1,2.787839
1491144,3923728,25,646,4,0,0,661,89819,129413,image,2,0,0,95.929976
212590,2278326,25,123216,7,0,0,598,87737,129413,image,17,6,1,41475.065765
1832515,2340570,25,646,16,0,0,727,87740,129413,text,13,2,0,4992.74726
1264110,2341539,25,610,18,1,0,1097,87740,129413,text,14,2,0,50086.946439
1119424,1234321,25,610,10,3,0,119,87003,129438,image,8,3,0,171.746288
1390708,2640587,25,unknown,19,1,0,105672,87746,129413,text,13,0,0,60105.044213
1258962,2262970,25,unknown,15,0,0,91,87736,129413,text,11,6,1,27333.615395
1491144,4715414,25,646,2,1,0,119,89830,129413,image,2,4,0,30085.447011
1131547,2952517,25,610,13,1,0,663,87749,129413,text,17,3,0,12778.383755
212590,2031754,25,123216,8,0,0,94184,87722,129413,text,17,2,0,41506.272176
1390708,2518202,25,unknown,16,0,0,108388,87745,129413,text,16,6,1,53034.836737
150898,3868590,25,646,9,0,0,94184,89818,129413,text,8,6,1,7118.857404
1491144,2324070,25,646,4,2,0,46117,87739,129413,text,16,1,0,358.730885
151236,417469,unknown,658,1,0,0,1157,72879,128414,image,20,2,0,8.466351
1258803,1746269,25,646,22,0,0,94016,87707,129413,image,17,4,0,9594.289736
1130853,3346742,25,646,14,0,1,102210,87756,129413,text,14,2,0,64.35788
151119,3218913,25,123216,3,6,0,388,87754,129413,image,14,0,0,366.918402
1130853,1706827,25,646,14,0,0,90910,87705,129413,text,12,2,0,87.184668
151236,1595440,unknown,658,1,0,0,44684,87298,129450,image,13,5,1,809.783278
1258803,3030435,25,646,28,6,6,90739,87750,129413,text,19,4,0,90353.380677
1654889,1768939,unknown,unknown,15,0,0,105336,83773,129302,text,6,5,1,3801.901884
1934640,2366251,unknown,unknown,6,5,4,94814,87741,129413,image,14,3,0,77.489856
151119,4901062,25,123216,3,0,0,620,89832,129413,image,2,0,0,7806.262508
1390708,2404770,25,unknown,16,0,0,102210,87742,129413,text,16,4,0,48733.626864
1832515,2050355,25,646,40,0,0,113386,87723,129413,text,19,3,0,26695.498212
1108265,1132567,25,593,3,0,0,46392,87277,129450,text,5,4,0,2927.186261
1131547,1376586,25,610,6,0,0,43037,87287,129450,image,15,2,0,15150.070548
1258962,4519802,25,unknown,27,10,2,620,89828,129413,text,18,0,0,11035.513669
1131144,2412162,25,646,45,2,0,652,87742,129413,text,18,4,0,33501.608985
1258962,2425745,25,unknown,53,0,0,601,87743,129413,text,11,5,1,1480.145427
1934782,2935544,25,unknown,2,1,0,133475,87749,129413,image,13,3,0,3396.23699
1262986,2340655,25,unknown,17,0,0,727,87740,129413,text,14,2,0,51047.171992
810071,807170,25,646,1,0,0,1098,74799,128532,text,0,6,1,99066.241541
739315,2117520,25,123216,9,0,0,115,87728,129413,text,15,6,1,51451.744307
1678681,2216090,unknown,658,1,0,0,620,87733,129413,text,18,4,0,70.388119
1131144,2942758,25,646,14,19,5,115,87749,129413,text,15,3,0,6748.611919
1832515,4098319,25,646,2,0,4,115,89822,129413,text,19,2,0,46.154743
1264110,2340613,25,610,15,0,0,388,87740,129413,text,13,2,0,51428.196827
1654889,3407544,unknown,unknown,15,0,0,634,87757,129413,text,15,3,0,53747.091868
1614802,1691733,unknown,unknown,3,0,0,48347,87704,129413,image,15,1,0,2009.792555
151119,2017477,25,123216,2,0,0,123,87721,129413,image,20,1,0,43506.683882
1130853,2158428,25,646,22,0,0,654,87730,129413,text,17,1,0,2144.194501
739315,2340186,25,123216,8,0,0,47,87740,129413,text,13,2,0,55175.310266
151119,3377755,25,123216,1,4,0,127,87756,129413,image,2,3,0,16270.228086
150898,1544717,25,646,1,0,0,620,87016,129438,text,15,6,1,6.723265
1393463,1392255,25,unknown,15,0,0,46821,87288,129450,image,17,3,0,4914.542945
1393463,2265426,25,unknown,16,0,0,119,87736,129413,text,12,6,1,57851.276323
212590,1975373,25,123216,7,0,0,91,87720,129413,text,11,0,0,2923.91983
1130778,1547952,25,593,1,3,0,661,87016,129438,image,17,6,1,2717.533374
1366390,1508707,25,646,9,1,0,44684,87293,129450,text,15,4,0,513.225759
1264110,3299784,25,610,32,0,1,60342,87755,129413,text,20,1,0,31663.199825
1131144,1688395,25,646,21,0,0,94810,87704,129413,text,14,1,0,6986.932811
148669,4850116,25,593,2,1,0,727,89832,129413,image,13,6,1,3919.599184
1722083,3885830,25,646,4,0,0,661,89819,129413,text,13,6,1,79700.260796
1654889,1914649,unknown,unknown,12,0,0,94429,87715,129413,text,17,4,0,10728.01566
2316550,4077906,25,646,0,1,0,90493,89822,129413,text,14,2,0,131.062395
1131144,1623370,25,646,11,0,0,159,87700,129413,text,11,5,1,2043.952127
739315,1255617,25,123216,6,5,0,52891,87004,129438,image,11,4,0,22705.702462
150898,4133562,25,646,2,0,0,105,89823,129413,image,12,3,0,5.35182
1131144,2171089,25,646,19,0,0,639,87731,129413,text,14,2,0,83.919194
1393218,3821180,unknown,unknown,52,0,4,119,89817,129413,text,9,5,1,35535.502103
742817,1248039,25,610,5,1,0,115,87003,129438,image,15,3,0,137175.152773
1934782,3272667,25,unknown,4,4,0,90739,87755,129413,text,13,1,0,28886.347249
1262120,1935215,25,646,18,0,0,90363,87716,129413,text,9,5,1,72881.407765
1264110,1898076,25,610,35,0,0,127,87714,129413,text,18,3,0,33980.431536
1131144,2069014,25,646,13,0,0,123,87724,129413,text,2,5,1,9580.152733
1130853,2526856,25,646,17,0,0,93389,87745,129413,text,17,6,1,3298.969638
1258803,3085491,25,646,15,1,4,93031,87751,129413,text,16,5,1,15266.84606
1130853,2779029,25,646,15,20,4,111023,87747,129413,text,16,1,0,51325.47986
2337057,2442233,unknown,610,5,1,0,94810,87743,129413,text,17,5,1,1365.50534
1264110,2268292,25,610,17,0,0,727,87737,129413,text,13,6,1,48375.03831
1108265,1125326,25,593,2,0,0,634,78147,128719,image,13,2,0,87547.955297
2316550,4862756,25,646,2,0,0,620,89832,129413,text,16,6,1,117.975971
1722083,2045011,25,646,6,0,0,90351,87723,129413,text,16,3,0,42787.216963
1131144,2269369,25,646,19,2,1,119,87736,129413,text,14,6,1,429.752584
1131547,2510700,25,610,13,0,0,115,87744,129413,image,14,6,1,21556.646011
775078,1458589,25,593,2,0,0,47898,87291,129450,image,16,0,0,1570.993825
1491144,2339840,25,646,7,0,0,727,87740,129413,image,13,2,0,1035.365939
1722083,2305294,25,646,5,0,0,90739,87738,129413,text,18,0,0,43117.729943
1491144,3226506,25,646,45,6,1,388,87754,129413,text,16,0,0,2888.031295
1131144,2411704,25,646,27,0,0,94825,87742,129413,text,18,4,0,34254.394236
739315,1564902,25,123216,5,30,0,106020,87295,129450,text,17,0,0,3584.923497
2316550,4570121,25,646,1,0,0,119,89829,129413,text,16,1,0,109.770385
1491144,5141848,25,646,4,0,0,90018,90089,129592,image,15,4,0,32.351832
1934782,2899060,25,unknown,4,6,0,620,87748,129413,image,19,2,0,650.263733
1832515,4021966,25,646,1,1,2,94184,89821,129413,text,16,1,0,517.449418
1258803,1775999,25,646,17,0,0,105,87708,129413,text,15,5,1,17350.655586
1130853,1837941,25,646,15,0,0,46117,87712,129413,text,14,1,0,419.062936
1258962,3172974,25,unknown,18,1,0,94182,87753,129413,text,19,6,1,39990.285837
739315,1145802,25,123216,3,0,0,45397,85551,129372,text,12,4,0,88163.325402
1722083,2262607,25,646,6,0,0,115,87737,129413,text,11,6,1,12223.534319
1131144,1643138,25,646,19,0,0,1083,83771,129302,text,9,6,1,108.616577
212590,2948739,25,123216,8,1,0,598,87749,129413,text,16,3,0,7629.282772
1130853,1743123,25,646,22,0,0,129,87707,129413,text,15,4,0,14.889561
1614722,2520693,25,123216,1,0,5,119,87745,129413,image,16,6,1,25.038195
1131144,2487691,25,646,13,1,0,115,87744,129413,text,10,6,1,4612.305633
1131547,3225195,25,610,32,4,4,388,87754,129413,text,16,0,0,13130.257425
212590,2125137,25,123216,8,0,0,634,87728,129413,text,18,6,1,39700.493398
1678681,2339105,unknown,658,3,0,0,727,87740,129413,text,12,2,0,5352.746626
696808,717372,25,658,1,0,0,46943,77372,128674,text,20,6,1,42662.585667
1258803,1679885,25,646,33,0,0,93538,87703,129413,image,18,0,0,5055.043627
1258962,2792150,25,unknown,29,0,0,111023,87747,129413,text,17,1,0,5520.294191
1108265,1143202,25,593,1,0,0,1140,87302,129371,text,11,4,0,20963.343173
1390708,2371856,25,unknown,16,0,0,55210,87741,129413,text,16,3,0,51910.657761
775078,4558844,25,593,1,0,0,48436,89829,129413,text,13,1,0,103.118245
1131144,5209594,25,646,13,1,2,95531,90090,129592,text,18,5,1,4237.065859
1832515,1839522,25,646,15,0,0,53715,87712,129413,text,15,1,0,8161.93889
1258803,2957269,25,646,18,21,4,727,87749,129413,text,18,3,0,10831.69076
150898,1656159,25,646,1,0,0,102210,87702,129413,text,15,6,1,11.938644
1133840,2236360,25,unknown,10,0,0,105,87734,129413,image,14,5,1,47627.249578
1934782,2412680,25,unknown,3,2,0,388,87742,129413,text,18,4,0,7589.202343
151119,2307057,25,123216,10,0,0,90739,87738,129413,image,19,0,0,243.714318
1131144,3974466,25,646,13,15,4,388,89820,129413,text,19,0,0,1910.47284
775078,2194340,25,593,3,0,0,51319,87732,129413,image,15,3,0,13.706389
1262986,3225080,25,unknown,32,2,1,93538,87754,129413,text,16,0,0,42929.538374
1131144,1678410,25,646,32,0,0,111023,87703,129413,text,17,0,0,6406.277586
1258803,5209670,25,646,15,4,4,54012,90090,129592,text,18,5,1,47061.464366
1130853,1746327,25,646,22,0,0,125,87707,129413,text,17,4,0,76.272651
1832515,2521251,25,646,16,1,0,119,87745,129413,text,16,6,1,1148.554987
212590,1628356,25,123216,5,0,0,119,87700,129413,text,16,5,1,66.92365
1470397,1915214,unknown,unknown,5,0,0,598,87715,129413,image,17,4,0,3200.652947
1130761,1185129,25,610,1,0,0,10,1,1,image,3,0,0,29.183131
1722083,2180106,25,646,2,0,0,94814,87731,129413,image,17,2,0,37645.918276
150898,2454994,25,646,1,0,0,620,87743,129413,image,20,5,1,4262.072237
1130853,1675535,25,646,5,0,0,1098,87703,129413,image,16,0,0,17702.694191
1722083,3868477,25,646,5,0,0,638,89818,129413,text,7,6,1,98541.189632
1131144,2337279,25,646,23,0,0,43471,87740,129413,text,11,2,0,2001.504241
3017860,3066990,25,123216,7,0,0,123,87751,129413,text,11,5,1,68116.994456
1832515,4149716,25,646,1,0,1,53715,89823,129413,text,16,3,0,152.711576
212590,669587,25,123216,0,1,0,49818,73917,128476,text,13,4,0,5028.682307
1258803,3011297,25,646,14,0,0,1103,87750,129413,text,14,4,0,19775.084708
1131144,2268944,25,646,16,1,0,620,87736,129413,text,14,6,1,10383.730428
1654889,2431427,unknown,unknown,31,0,0,94810,87743,129413,text,14,5,1,12022.615496
1130778,1368189,25,593,3,1,0,45172,87009,129438,text,12,2,0,1678.327896
1393463,2211466,25,unknown,11,1,0,94810,87733,129413,image,16,4,0,43730.956312
1654889,3355613,unknown,unknown,14,4,4,110871,87756,129413,text,17,2,0,48834.828797
1131547,2158847,25,610,22,0,0,127,87730,129413,text,17,1,0,43362.518423
212590,2296573,25,123216,7,0,0,93855,87738,129413,image,15,0,0,12390.744076
1262986,3345583,25,unknown,14,0,1,94571,87756,129413,text,14,2,0,60762.712187
1832515,3287274,25,646,17,1,0,727,87755,129413,text,16,1,0,889.240101
1934782,2181196,25,unknown,2,0,0,775,87731,129413,image,18,2,0,1647.502684
1935866,2407085,unknown,unknown,4,4,0,95635,87742,129413,text,17,4,0,45462.740524
2316550,4563159,25,646,2,0,0,119,89829,129413,text,14,1,0,95.684427
1130778,1639164,25,593,0,0,0,16509,83771,129302,text,8,6,1,9549.035026
739315,3541114,25,123216,7,0,0,44703,88533,129500,text,7,6,1,33130.236806
1722083,2169059,25,646,4,0,0,775,87731,129413,text,13,2,0,64.7246
1131144,1798492,25,646,13,0,0,638,87710,129413,text,13,6,1,25876.11793
1722083,2635441,25,646,2,0,0,90682,87746,129413,image,13,0,0,65224.972475
1722083,2316864,25,646,9,0,0,634,87739,129413,text,13,1,0,6580.706643
1262986,3889701,25,unknown,17,0,0,94814,89818,129413,text,14,6,1,54756.496631
